Competência,Subclasse,Admitidos,Desligados,Saldo
07/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,Com. a Var. de Pneumáticos e Câmaras-De-Ar,1,1,0
07/2020,Com. Var. de Art. de óptica,1,0,1
07/2020,Com. Var. de Plantas e Flores Naturais,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",4,2,2
07/2020,Com. Var. de Comb. para Veíc. Autom.,1,1,0
07/2020,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",5,1,4
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,0,2
07/2020,Com. Var. de Móveis,1,0,1
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,1,0
07/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,2,-2
07/2020,"Com. Atac. de Instrumentos e Mat. para Uso Médico, Cirúrgico, Hospitalar e de Laboratórios",2,20,-18
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,2,-2
07/2020,Com. Var. de Comb. para Veíc. Autom.,3,2,1
07/2020,Com. Var. de Mat. Hidráulicos,1,0,1
07/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,0,1,-1
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
07/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
07/2020,Com. Var. de Móveis,1,0,1
07/2020,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,1,2,-1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,77,4,73
07/2020,Com. Var. de Material Elétrico,2,3,-1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
07/2020,Com. Atac. de Cosméticos e Produtos de Perfumaria,0,3,-3
07/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,1,0,1
07/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
07/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",1,0,1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
07/2020,Com. Atac. de Produtos Alim. em Geral,17,9,8
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,25,5,20
07/2020,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,Com. Var. de Móveis,0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
07/2020,Com. Var. de Mat. de Const. em Geral,0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. Var. de Art. de Papelaria,0,1,-1
07/2020,Com. Var. de Mat. de Const. em Geral,1,0,1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
07/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,0,1,-1
07/2020,Comercio Var. de Art. de Armarinho,1,0,1
07/2020,Com. Var. de Art. de óptica,0,1,-1
07/2020,Com. Var. de Livros,0,4,-4
07/2020,"Com. Var. de Discos, Cds, Dvds e Fitas",0,1,-1
07/2020,Com. Var. de Hortifrutigranjeiros,3,0,3
07/2020,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",0,1,-1
07/2020,Serv. de Borracharia para Veíc. Autom.,2,1,1
07/2020,Padaria e Confeitaria com Pred. de Revenda,2,1,1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,2,0,2
07/2020,Com. Var. de Carnes - Açougues,0,1,-1
07/2020,"Com. Atac. de Máquinas e Equip. para Uso Industrial, Partes e Peças",0,1,-1
07/2020,"Com. Atac. de Resíduos e Sucatas Não-Metálicos, Exceto de Papel e Papelão",1,0,1
07/2020,Serv. de Manutenção e Reparação Elétrica de Veíc. Autom.,2,0,2
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,0,2
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,2,-2
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,Com. Atac. de Produtos Alim. em Geral,0,1,-1
07/2020,"Comercio Var. de Art. de Cama, Mesa e Banho",0,1,-1
07/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,1,0,1
07/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,0,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,3,-3
07/2020,Com. Var. de Carnes - Açougues,1,1,0
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
07/2020,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
07/2020,Com. a Var. de Motocicletas e Motonetas Novas,1,0,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
07/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
07/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,0,1
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,5,-5
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,2,-1
07/2020,Com. Var. de Calçados,0,1,-1
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,2,0,2
07/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",3,0,3
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,0,1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. Var. de Mat. de Const. em Geral,3,0,3
07/2020,Com. Var. de Bebidas,1,1,0
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,"Com. Var. de Suvenires, Bijuterias e Artesanatos",0,1,-1
07/2020,Com. Var. de Art. de óptica,1,0,1
07/2020,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),1,0,1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",11,8,3
07/2020,Com. Var. de Merc. em Lojas de Conveniência,1,0,1
07/2020,Com. Var. de Art. de Joalheria,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,1,-1
07/2020,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",2,0,2
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. por Atacado de Pneumáticos e Câmaras-De-Ar,3,0,3
07/2020,Com. Var. de Art. de óptica,0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",1,0,1
07/2020,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),1,0,1
07/2020,Com. Var. de Plantas e Flores Naturais,2,0,2
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,3,-3
07/2020,"Com. Var. Especial. de Peças e Acessórios para Aparelhos Eletroeletrônicos para Uso Doméstico, Exceto Informática e Comunicação",0,1,-1
07/2020,"Com. Atac. de Merc. em Geral, com Pred. de Produtos Alim.",1,0,1
07/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,3,-3
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,128,31,97
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,2,-2
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,3,-3
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
07/2020,Com. Var. de Mat. de Const. em Geral,2,0,2
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,8,-8
07/2020,Com. Var. de Art. do Vestuário e Acessórios,2,4,-2
07/2020,Com. Var. Especial. de Equip. de Telefonia e Comunicação,1,0,1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,0,2
07/2020,Com. Atac. de Outros Produtos Químicos e Petroquímicos não Especif. Ant.,1,0,1
07/2020,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,1,0,1
07/2020,Com. Var. de Ferragens e Ferramentas,4,0,4
07/2020,Com. Var. de Outros Art. Usados,1,2,-1
07/2020,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",5,3,2
07/2020,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",1,1,0
07/2020,Com. Var. de Merc. em Lojas de Conveniência,2,0,2
07/2020,Com. Var. de Art. de Colchoaria,3,0,3
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,Com. Var. de Art. de óptica,1,0,1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,Com. Var. de Art. de óptica,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,2,0,2
07/2020,Com. Var. de Mat. de Const. em Geral,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
07/2020,Com. Var. de Ferragens e Ferramentas,0,2,-2
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,0,2
07/2020,Com. Var. de Bebidas,2,0,2
07/2020,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
07/2020,Com. Var. de Ferragens e Ferramentas,2,0,2
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
07/2020,Com. Var. de Plantas e Flores Naturais,1,0,1
07/2020,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,3,-3
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,2,-2
07/2020,Com. Atac. de Cereais e Leguminosas Beneficiados,1,0,1
07/2020,Com. Var. de Calçados,0,8,-8
07/2020,Com. Var. de Calçados,0,14,-14
07/2020,Com. Var. de Calçados,0,1,-1
07/2020,Com. Var. de Calçados,0,13,-13
07/2020,Com. Var. de Calçados,0,7,-7
07/2020,Com. Var. de Calçados,0,5,-5
07/2020,Com. Var. de Calçados,0,16,-16
07/2020,Com. Var. de Calçados,0,3,-3
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",23,4,19
07/2020,Com. Var. de Comb. para Veíc. Autom.,3,0,3
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
07/2020,Com. Var. de Madeira e Artefatos,1,1,0
07/2020,Com. Atac. de Produtos Alim. em Geral,1,1,0
07/2020,Com. Var. de Móveis,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,4,-4
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",1,0,1
07/2020,Com. Var. de Equip. para Escritório,1,0,1
07/2020,Com. Var. de Plantas e Flores Naturais,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
07/2020,Lojas de Dep. ou Magazines (Desativado),0,1,-1
07/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
07/2020,Com. Var. de Lubrificantes,1,0,1
07/2020,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),3,2,1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,0,2
07/2020,"Comercio Var. de Art. de Cama, Mesa e Banho",1,0,1
07/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
07/2020,Com. Var. de Madeira e Artefatos,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
07/2020,Com. Var. de Mat. de Const. em Geral,1,0,1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",2,2,0
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,1,0
07/2020,Com. Var. de Art. de Joalheria,0,1,-1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,Com. a Var. de Motocicletas e Motonetas Novas,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,1,0
07/2020,Com. Var. de Comb. para Veíc. Autom.,1,1,0
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,2,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,4,-4
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,6,-5
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",15,12,3
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,12,-10
07/2020,Com. Atac. de Produtos Alim. em Geral,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,4,2
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,7,-5
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,9,-6
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,15,-9
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,Com. Var. de Mat. de Const. em Geral,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,4,0
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,6,0
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,1,2
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,1,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,4,-1
07/2020,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",2,1,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
07/2020,Com. Var. de Mat. de Const. em Geral,1,0,1
07/2020,Com. Atac. de Art. de Escritório e de Papelaria,0,1,-1
07/2020,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",1,5,-4
07/2020,Com. Atac. de Produtos Alim. em Geral,3,4,-1
07/2020,Com. Var. de Art. Fotográficos e para Filmagem,0,1,-1
07/2020,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",5,4,1
07/2020,Comercio Var. de Art. de Armarinho,1,0,1
07/2020,Com. Var. de Ferragens e Ferramentas,0,1,-1
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",1,0,1
07/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",6,2,4
07/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
07/2020,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",2,0,2
07/2020,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,1,0,1
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",0,1,-1
07/2020,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",1,0,1
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
07/2020,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
07/2020,Com. a Var. de Peças e Acessórios para Motocicletas e Motonetas (Desativado),1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
07/2020,Com. Atac. de Cosméticos e Produtos de Perfumaria,0,1,-1
07/2020,Com. Var. de Brinquedos e Art. Recreativos,0,1,-1
07/2020,"Com. Atac. de Cerveja, Chope e Refrigerante",16,6,10
07/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,1,2,-1
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
07/2020,Com. Var. de Tintas e Mat. para Pintura,0,1,-1
07/2020,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,0,1
07/2020,Com. Atac. de Aves Vivas e Ovos,0,1,-1
07/2020,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
07/2020,Com. Atac. de Ferragens e Ferramentas,1,0,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
07/2020,Com. por Atacado de Caminhões Novos e Usados,0,2,-2
07/2020,Com. Atac. de Aves Vivas e Ovos,1,0,1
07/2020,Com. Atac. de Aves Vivas e Ovos,0,1,-1
07/2020,Lojas de Dep. ou Magazines (Desativado),2,1,1
07/2020,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",16,0,16
07/2020,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
07/2020,"Com. Atac. de Cerveja, Chope e Refrigerante",1,5,-4
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",9,8,1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",3,1,2
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
07/2020,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,3,-3
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
07/2020,"Com. Atac. de Cerveja, Chope e Refrigerante",3,0,3
07/2020,Com. Var. de Tintas e Mat. para Pintura,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
07/2020,Com. Var. de Plantas e Flores Naturais,5,8,-3
07/2020,Com. Var. de Mat. de Const. em Geral,0,1,-1
07/2020,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
07/2020,Com. Var. de Comb. para Veíc. Autom.,1,0,1
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",21,21,0
07/2020,Com. Var. de Outros Produtos não Especif. Ant.,1,3,-2
07/2020,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,3,-3
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,1,1,0
07/2020,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
07/2020,Com. Atac. de Outros Produtos Químicos e Petroquímicos não Especif. Ant.,1,0,1
07/2020,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
07/2020,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,6,3,3
07/2020,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
07/2020,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
